LASSO__Total_Production_Value_Per_Capita,LASSO__Human capital index,LASSO__Rule of law index,LASSO__Political stability — estimate,LASSO__Trade (% of GDP),"LASSO__Gross fixed capital formation, all, Constant prices, Percent of GDP",LASSO__Share of investment in GDP,LASSO__Domestic credit to private sector (% of GDP),LASSO__Landlocked,LASSO__Urban population (% of total population),LASSO__Government revenue,LASSO__Capital depreciation rate,"LASSO__Use of IMF credit (DOD, current US$)",LASSO__Real interest rate (%),"LASSO__Inflation, consumer prices (annual %)",LASSO__Access to electricity (% of population),LASSO__Adjusted savings: gross savings (% of GNI),LASSO__L1_ECI,LASSO__Forestry rents (% of GDP),LASSO__Inflation_roll5,LASSO__RealRate_roll5,LASSO__Resource_HHI,LASSO__HCI_x_ProductionValue,LASSO__RuleOfLaw_x_ProductionValue,Ridge__Total_Production_Value_Per_Capita,Ridge__Human capital index,Ridge__Rule of law index,Ridge__Political stability — estimate,Ridge__Trade (% of GDP),"Ridge__Gross fixed capital formation, all, Constant prices, Percent of GDP",Ridge__Share of investment in GDP,Ridge__Domestic credit to private sector (% of GDP),Ridge__Landlocked,Ridge__Urban population (% of total population),Ridge__Government revenue,Ridge__Capital depreciation rate,"Ridge__Use of IMF credit (DOD, current US$)",Ridge__Real interest rate (%),"Ridge__Inflation, consumer prices (annual %)",Ridge__Access to electricity (% of population),Ridge__Adjusted savings: gross savings (% of GNI),Ridge__L1_ECI,Ridge__Forestry rents (% of GDP),Ridge__Inflation_roll5,Ridge__RealRate_roll5,Ridge__Resource_HHI,Ridge__HCI_x_ProductionValue,Ridge__RuleOfLaw_x_ProductionValue,Elastic Net__Total_Production_Value_Per_Capita,Elastic Net__Human capital index,Elastic Net__Rule of law index,Elastic Net__Political stability — estimate,Elastic Net__Trade (% of GDP),"Elastic Net__Gross fixed capital formation, all, Constant prices, Percent of GDP",Elastic Net__Share of investment in GDP,Elastic Net__Domestic credit to private sector (% of GDP),Elastic Net__Landlocked,Elastic Net__Urban population (% of total population),Elastic Net__Government revenue,Elastic Net__Capital depreciation rate,"Elastic Net__Use of IMF credit (DOD, current US$)",Elastic Net__Real interest rate (%),"Elastic Net__Inflation, consumer prices (annual %)",Elastic Net__Access to electricity (% of population),Elastic Net__Adjusted savings: gross savings (% of GNI),Elastic Net__L1_ECI,Elastic Net__Forestry rents (% of GDP),Elastic Net__Inflation_roll5,Elastic Net__RealRate_roll5,Elastic Net__Resource_HHI,Elastic Net__HCI_x_ProductionValue,Elastic Net__RuleOfLaw_x_ProductionValue,b
-0.10715892110172305,0.4002871098699652,0.2964885801738553,0.06841055827777377,-0.10961818132460752,0.01263968437718411,-0.1380285868441744,0.13861593647248352,-0.0163742597475229,0.18604719676709244,0.1475462262802471,0.103137970578031,-0.15055668549639295,-0.08318185070720056,-0.02926574413008115,0.2625724150503369,-0.023857781502094985,0.08541607317600368,0.2655701239092304,0.12144108169558294,0.06228976695569834,-0.06716616856491832,0.07880052310928862,-0.13458668839173898,-0.09392362160820843,0.36128403750429505,0.26518582788407485,0.08662968908030845,-0.08653475104576956,0.011318505935438448,-0.12394947747575817,0.14195761050824035,-0.015411797007782035,0.1776675351520495,0.14726630299874965,0.09842805167145437,-0.15950861701246474,-0.07457463363020059,-0.027202086330782513,0.22016519577128368,-0.037098674804606595,0.10197907904941414,0.20105687375745313,0.11424232163276546,0.050714598877475044,-0.06590083817013244,0.07212667430653069,-0.12055127321902814,-0.10659150986113691,0.3988542880978632,0.2950925070143622,0.06918000911200066,-0.10855854418929427,0.012499503851939708,-0.13738849119331126,0.13880854483306415,-0.016350151339667707,0.18572790558645208,0.14754670781072377,0.10299234423295796,-0.15096515934040794,-0.0826653251305317,-0.029091408070616713,0.26042128454354063,-0.02441189000472025,0.0861007018474384,0.26267067326011667,0.12109285561189244,0.06159704145934281,-0.06706483310077,0.07849162377590302,-0.13393821622638472,1
-0.13836601059922987,0.2321648954112311,-0.07028490232134267,0.16073106624091735,0.018057135994354358,0.031592839204817307,-0.0350282346437689,0.19657680772091443,0.08540092922304549,0.11518003605561572,0.0,-0.04366861649253225,-0.17727077290832596,-0.05802781988154808,-0.005461463834762596,0.15874356737761353,-0.12495982906434319,0.10167008675718592,-0.0860067273815413,-0.0,0.0,-0.08418233792483547,0.024796653842229337,0.11451653916597776,-0.1378947285054927,0.20050313032166087,-0.087761140766477,0.1644217165615166,0.04079626123404852,0.05075609629750328,-0.05391988819712829,0.1883936561074239,0.09233148970331734,0.12509014535847132,0.02217932559180017,-0.06076436051496518,-0.1779420332219336,-0.07413844659049933,-0.01598781654166237,0.14955920461975958,-0.13641807857816968,0.11071715376620708,-0.10866188228785309,-0.003511348658327394,0.011809364226148103,-0.08872510484317452,0.04175787940464056,0.11506648784834149,-0.1352626074096882,0.22946065853283745,-0.06181345791588882,0.1571759098877606,0.019065495577063624,0.03063884251694424,-0.03531516625957664,0.1961687867629144,0.08452246984179342,0.1136208141841392,0.0,-0.04366751941589131,-0.17409527579465942,-0.05680203572387209,-0.004980300261906558,0.15737274519926409,-0.12243156151890859,0.10168765647369943,-0.0856212266490614,-0.0,0.0,-0.08411192530671861,0.024158078802849973,0.11285347013446995,2
-0.0,0.2532028280027206,0.10850353677124738,0.04511039196945558,0.0,0.0,-0.0,0.1983382998333632,0.024115860930333553,0.0,0.0,-0.030323893155748967,-0.00041278602925279686,-0.0,0.0,0.14354540716655873,-0.06136303256463234,0.2237780140813274,0.0,0.0,-0.05120766790018719,-0.0,0.015018873258016175,-0.0,-0.03723455832688716,0.1899552274101568,0.09744472762886956,0.04084207151676691,0.025321500210135045,0.03987545775248444,0.0070251552470384495,0.16563204613522117,0.0627136559905335,0.037231320805910295,0.03541541080994545,-0.07474179029553148,-0.06406518547360329,-0.019037968571259587,-0.008471608201063852,0.17718654551043495,-0.10169875286694209,0.20110653136532072,0.03929592800330742,0.02212879229534763,-0.0726991565774456,-0.029872059904396668,0.06565906014956036,-0.03462543684321523,-0.0,0.23860467072003072,0.10499951372186801,0.05022561143659397,0.0,0.0,-0.0,0.18938042095240407,0.019189626143686724,0.0,0.004469705930748507,-0.03623784073458389,-0.010432442314756787,-0.0,0.0,0.14290030327613898,-0.05741310227625308,0.21645693982185696,0.0,0.0,-0.052443356792131864,-0.0016448515295695004,0.015675410063265373,-0.0,3
-0.0,0.10930487108875421,0.1241241647844488,0.0,-0.0,0.0,-0.0,0.1419614538541136,-0.0,0.17184957631036574,0.2929395167731226,-0.057683085484613664,-0.02867066974662107,0.0,0.0,0.0,-0.06098572279311145,0.16262318659924374,-0.01490379212303057,0.03318946840750491,-0.0,-0.0,0.021108990380118563,0.04019762053342135,-0.06764238148896426,0.10950003412158633,0.09820469488874616,0.04510190932988211,-0.026490854963102235,0.014273061180565018,-0.0451517119100871,0.11367663266800183,0.009555987202740916,0.23118566182361727,0.2432964107150135,-0.045898397955648595,-0.08149228473349468,0.014888547533345241,0.018522896021690237,0.044304919401152845,-0.07014310377428438,0.1654259713080391,-0.057344893736443386,0.04099299742725616,-0.030405600080528346,-0.01648470042508624,0.04671342440312502,0.09049032251063815,-0.016072351714538604,0.10973930873195287,0.12150776928198269,0.0,-0.0,0.0,-0.004165514646896912,0.12960300381247003,-0.0,0.19440856762357592,0.2843458571307417,-0.05717747850063691,-0.049745417465908465,0.0,0.0,0.0,-0.06914574475150471,0.16761912477777474,-0.03673688910293094,0.04006328286532488,-0.0,-0.0,0.029119199147636464,0.057820580986608236,4
-0.2403783769210568,0.22180746069275198,0.27325155876118196,0.09085201339412385,0.14592258671076017,-0.022266339304680277,-0.11367018480757947,0.21492583266426574,-0.08242846200407584,0.1986518825590918,0.07704377761990985,-0.09370618584449569,0.11091148213502253,-0.06452851563180792,-0.028672281313920907,0.06613868458674993,0.08521225325532317,0.05412396465101595,0.0466091959413932,-0.0018147320908730757,0.06908875579701095,-0.11107095285690899,-0.05999972602544135,0.1039693753253052,-0.2338807458346063,0.21662263817913732,0.2649227284029961,0.09517157561720764,0.1414082277186002,-0.02059828146662765,-0.11080190230553043,0.21263806585237247,-0.08022294534502568,0.1955237104843891,0.07972040725764855,-0.09275083995667184,0.10603407457824925,-0.06472916070101753,-0.028378673810396167,0.06777309455022504,0.08068043301196552,0.05292192707450711,0.04629669755112506,-0.0017695276775929213,0.0677703558982376,-0.11203369647962132,-0.05865289523465133,0.10242830948911633,-0.2397539580120103,0.2214616705640619,0.2726237750463689,0.09106077937622505,0.14552908991304755,-0.021999474494335054,-0.11336824099509547,0.21475360781016037,-0.08218850132652661,0.1984023331827293,0.07721699035080808,-0.09350363944101296,0.11037684079529264,-0.06438181964865514,-0.028571575848803044,0.0658838620736783,0.08471077774628603,0.05399443598844042,0.04623438441741968,-0.0017492498375925012,0.06879891846455627,-0.11110686602523136,-0.059716808403064925,0.10368548533154084,5
-0.046855915842316576,0.18211736324656785,0.17233741895947308,0.14344282214248003,-0.01595574301768084,-0.0,0.0,0.14797024719690405,0.0,0.18470005066378453,0.0,-0.06979551669930861,-0.0,0.0,0.0,0.0347411326380572,-0.045085915471116254,0.23457595734699405,-0.09194758017324059,0.0,-0.0,-0.0,0.018926879479378284,0.003397154588829989,-0.09984788832478797,0.17107882340944253,0.13598538786397335,0.1468553542457159,-0.04577491413342427,-0.003855862310533827,0.012070020093142432,0.1401144016326913,-0.010845557151159663,0.20368473870054316,0.030257730524472826,-0.0814498885635152,-0.020245319617561312,0.012912631331089216,0.02896828118439656,0.1050690967146726,-0.07991457978088225,0.21349261105312256,-0.10857390725957017,-0.007636836233411624,-0.011097047033978529,-0.01076888319045952,0.07834645287685739,0.03834533113178744,-0.05394646866209397,0.1745644391612739,0.1675990980936546,0.1430926242170974,-0.019069902658815214,-0.0,0.0,0.15019312935336274,0.0,0.1843874265029253,0.0,-0.07085418999716046,-0.0,0.0,0.0,0.05606440538856276,-0.048088952634406004,0.22949935298306648,-0.09086589406689125,0.0,-0.0,-0.0,0.026658124918197027,0.00787884448758372,6
-0.11794593929251014,0.252094250131529,0.3315067576683715,0.012066295463515344,0.07446437785812637,0.05287661722659118,-0.046891468236358105,0.0,-0.054972656290753166,0.2967664894954836,0.0,-0.08852115072104387,-0.21966725890703045,-0.0,0.0,0.25697811865399867,-0.0963256848064034,0.04571419748691939,0.0,0.0,-0.0,0.03977906342176462,-0.0006973594924432883,-0.12056146141417197,-0.1337578676001452,0.2565575572186436,0.3338159188761615,0.028979068656413098,0.09104749880880086,0.07557634494631488,-0.0793966791588444,-0.02190643527310282,-0.0839469461622671,0.3167512822453399,0.0012844607375079398,-0.10706660798855373,-0.2384699758573732,-0.004622332750437094,0.005582518369459883,0.25209456297741734,-0.10733416888702244,0.05971688693223405,0.029788073199113623,0.003714427471816298,-0.007629406653317212,0.03950416799336627,-0.02213292830127364,-0.12439892778622326,-0.11977734528031342,0.2543212732279052,0.32621249146339926,0.017903179212780992,0.07833058799633866,0.05821856775173152,-0.05390282117364961,0.0,-0.06174502508726177,0.29825296698357256,0.0,-0.09249394494777709,-0.2221476824900217,-0.0010826632618523115,0.002008761653970223,0.24808686358476997,-0.09960162143024016,0.049793758410487825,0.0,0.0,-0.0,0.040178915533806606,-0.005648689647689065,-0.12166529047059678,7
-0.12483446259987081,0.28648358658264556,0.19053690374180787,0.08778140649210871,0.006444714740275763,0.001220623190808905,-0.08014887799333749,0.16158852146925953,-0.061342067792086834,0.15463379691619678,-0.05087294768449414,-0.04397574240818671,-0.05259516242758569,0.08392051950398094,-0.01327844330918223,0.2766482329264179,-0.03670953044280577,0.02711980018898055,-0.02551172787886699,0.004316628480981392,-0.12221394467721074,-0.12654612620562458,0.09571377688745311,-0.02670527094626818,-0.10111128457076439,0.268993737887261,0.18351660847396145,0.08605119303190523,0.005127798496783171,-0.0005163351520152291,-0.06352617788117597,0.16284368849385736,-0.058871245864070124,0.1416653307765691,-0.0323050957106815,-0.050945164537881955,-0.05978789259108172,0.06568159188019554,-0.01992802574601353,0.24805678509497653,-0.05261947151562294,0.032782097529501,-0.04037713445826001,0.008148667917475873,-0.09817654423478471,-0.1246702250369681,0.08782984661255971,-0.020683225164333872,-0.12428454376421057,0.2861840071869046,0.19039043024169436,0.08767506239441901,0.006348213963086732,0.0011351608103648881,-0.07974616891427615,0.16169796251709528,-0.06127124563076063,0.154246481628006,-0.050406844424894647,-0.044125459729909604,-0.052721115181497705,0.0835012691301865,-0.013361468868468075,0.2760293018767192,-0.03704274565132905,0.027245750747852567,-0.025805286551966306,0.00435407275953576,-0.12163847675842435,-0.12649445573028276,0.09549815039317851,-0.026512926067952615,8
-0.2334345061343954,0.2675905875027799,0.3638359844361757,0.25570372321702706,-0.006022016709575086,0.006580845304659748,-0.0,0.0,-0.0,0.2711642905325284,0.022718368276458536,-0.011976779466383269,-0.0025414240484868175,-0.026409221378362383,0.005186572847679004,0.17994025896502994,-0.0,-0.0,-0.04081655540959075,0.0,-0.020876304313459867,-0.0,0.027181599149876508,0.0,-0.27782626949009115,0.28394942709654125,0.32313756688924117,0.2674182005238142,-0.038753341329489294,0.050032313036768646,-0.03232067252529499,-0.039871624180899186,-0.021589403452232547,0.28228357450169533,0.03427599277982964,-0.03907520698191507,-0.07794198858816143,-0.04422368468216728,0.021877899456817767,0.14568853630135137,-0.014604397823295675,-0.0280423640865587,-0.08388440309786648,0.009266409810790318,-0.029449503590749705,-0.025497304469739315,0.06528199651227495,-0.021566478771682787,-0.22713997666364596,0.2683324879500918,0.3475045904502689,0.25506984424395174,-0.013512280308711,0.014746164853400794,-0.0,0.0,-0.0,0.26559101887459524,0.032015348305398414,-0.02100185980221629,-0.01638833909763856,-0.028681425547972504,0.009216115126767295,0.1584850370493522,-0.0039598098370776874,-0.0,-0.051012201440175195,0.0,-0.023062872535931797,-0.0,0.029756227677898078,0.0,9
-0.14905587759505107,0.23359900105411804,0.2909479498462679,0.271186392627797,0.04012810476751551,-0.053990152607826795,-0.04385687291021695,0.22982626688215915,0.12990172836392916,0.2906787886854174,0.17975914759017952,-0.014504352339465402,0.09148623399060014,-0.02412120789270967,-0.028239431461957062,0.08587695647960246,0.015156898626739641,0.06958289455841365,0.0,0.047215195197253035,0.0,-0.052491876517214126,0.06691349079507024,-0.06809669384464366,-0.13366300917001045,0.21860172188409718,0.27200761734965223,0.25220009841141083,0.03930356950470166,-0.04459270275166462,-0.0322861423206332,0.22579569138726935,0.13202344948156078,0.2677605718355922,0.1718787579474443,-0.027339537861916945,0.06646124352971608,-0.030866664150737043,-0.036181768271221076,0.08734423096322758,0.004712453919669087,0.07779136473913666,-0.006657626765928607,0.04798998730533227,0.004883829728796409,-0.06057649048412631,0.06541714562633075,-0.05997095660785868,-0.14341035740087746,0.23212544532762946,0.28254499945458134,0.2683066177844131,0.03812802943290376,-0.050986564536563375,-0.039201102679013874,0.22876433904915605,0.12969542442843465,0.2879410523524035,0.18000416039905695,-0.016130652337323068,0.08177990737645853,-0.023569958445242865,-0.02627616448686443,0.08254464980847419,0.00677644795774888,0.07111940934877505,-0.0,0.04442804662169157,-0.0,-0.05084604365610138,0.06302221174424558,-0.06439353955767466,10
